name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Spain,2016-07-29,37.8,23.3,30.8,35.3,23.3,29.5,7.6,25.56,0,,0,,,,38.9,20.8,187.6,1011.4,16.2,15.3,,,,,2016-07-29T07:09:37,2016-07-29T21:32:16,0.89,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-07-30,35.1,23.9,29.7,32.7,23.9,28.6,7.8,27.4,0.08,,4.17,,,,51.8,28.7,190.4,1011.2,5.6,14.6,,,,,2016-07-30T07:10:32,2016-07-30T21:31:15,0.94,Rain,Clear conditions throughout the day with early morning rain.,rain,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-07-31,34,18.4,27.3,31.6,18.4,26.2,5.6,27.31,0,,0,,,,,20.4,253.8,1013.4,4.9,15.5,,,,,2016-07-31T07:11:28,2016-07-31T21:30:12,0.97,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-08-01,34.1,19.7,27.3,31.9,19.7,26.4,9.4,36.68,0,,0,,,,,14.7,119.7,1015.5,4.4,15.6,,,,,2016-08-01T07:12:24,2016-08-01T21:29:08,0.99,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-08-02,36.5,20.8,28.6,33.9,20.8,27.6,7.8,30.91,0,,0,,,,25.9,12.5,150.7,1015.5,2.3,15.4,,,,,2016-08-02T07:13:21,2016-08-02T21:28:02,1,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-08-03,37.1,20.2,29.1,34.4,20.2,27.9,5.2,24.41,0,,0,,,,33.5,15.4,205.1,1012.4,2.2,15.3,,,,,2016-08-03T07:14:18,2016-08-03T21:26:55,0,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-08-04,35.4,20.8,28.8,33.4,20.8,27.7,6.7,25.64,0,,0,,,,37.1,25,236.8,1011,20.1,15.2,,,,,2016-08-04T07:15:15,2016-08-04T21:25:47,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-08-05,33.5,20.5,27.1,31.5,20.5,26.3,10.6,38.64,0,,0,,,,27.7,16.6,89.1,1016.2,17.9,16.1,,,,,2016-08-05T07:16:12,2016-08-05T21:24:37,0.04,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-08-06,35.2,18.4,27,32.5,18.4,25.9,2.7,25.14,0,,0,,,,,17.5,55.4,1020,0,15.8,,,,,2016-08-06T07:17:09,2016-08-06T21:23:26,0.07,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-08-07,35.8,20.5,28.2,33.3,20.5,27.1,5.7,25.51,0,,0,,,,25.9,15.7,85.4,1020.2,0,15.6,,,,,2016-08-07T07:18:07,2016-08-07T21:22:13,0.1,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-08-08,35,19.5,27.8,32.7,19.5,26.8,6,26.38,0,,0,,,,,13.1,157.1,1019.3,0.9,15.4,,,,,2016-08-08T07:19:04,2016-08-08T21:20:59,0.14,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-08-09,34,20.7,26.6,31.7,20.7,25.9,6.9,30.07,0,,0,,,,31.7,19.8,157.3,1015.4,25.1,15,,,,,2016-08-09T07:20:02,2016-08-09T21:19:44,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-08-10,28.9,16.7,22.5,27.7,16.7,22.3,8.5,43.18,0.18,,4.17,,,,38.9,21.8,38.3,1017.1,43.2,15,,,,,2016-08-10T07:21:00,2016-08-10T21:18:27,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-08-11,30.2,15.8,22.9,28.3,15.8,22.4,0.1,24.2,0,,0,,,,31.7,18.8,98.5,1020,12.8,15.6,,,,,2016-08-11T07:21:58,2016-08-11T21:17:10,0.28,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-08-12,32.9,16.7,24.7,30.7,16.7,24,6.5,33.31,0,,0,,,,,12.8,139.1,1021,6.4,15.5,,,,,2016-08-12T07:22:56,2016-08-12T21:15:51,0.33,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-08-13,33.8,17.5,26.1,31.6,17.5,25.3,7.7,33.52,0,,0,,,,,11.5,98.1,1019.4,2.9,15.8,,,,,2016-08-13T07:23:54,2016-08-13T21:14:31,0.38,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-08-14,34,18.4,27,31.5,18.4,26.1,5.9,28.72,0,,0,,,,37.1,18.4,131.3,1017.2,3.8,15.7,,,,,2016-08-14T07:24:52,2016-08-14T21:13:10,0.42,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-08-15,33.6,19.3,27.1,31.4,19.3,26.2,8.8,33.87,2.07,,8.33,,,,44.6,20.6,149.3,1014.6,15,15.1,,,,,2016-08-15T07:25:51,2016-08-15T21:11:48,0.45,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-08-16,32.7,20.2,27.1,30.8,20.2,26.3,8.5,32.06,0,,0,,,,38.9,23.3,219.1,1012.7,39.1,14.2,,,,,2016-08-16T07:26:49,2016-08-16T21:10:25,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-08-17,32.8,18.7,26.4,30.4,18.7,25.5,5.1,28.95,0,,0,,,,51.8,18.3,204.9,1011.1,38.2,13.7,,,,,2016-08-17T07:27:47,2016-08-17T21:09:00,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-08-18,33.1,18.1,26.4,31.1,18.1,25.6,8,32.72,0,,0,,,,51.8,17.9,170,1009.5,6.2,14.7,,,,,2016-08-18T07:28:45,2016-08-18T21:07:35,0.5,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-08-19,33.5,18.5,26.9,31.5,18.5,26.1,8.6,32.97,0,,0,,,,48.2,22.4,181.7,1009,5.5,15.2,,,,,2016-08-19T07:29:44,2016-08-19T21:06:09,0.51,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-08-20,32.2,21.9,27.3,30.1,21.9,26.6,10.5,38.66,0,,0,,,,40.1,17.3,257,1011.6,24.8,15.5,,,,,2016-08-20T07:30:42,2016-08-20T21:04:42,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-08-21,32.7,17.1,25,30.7,17.1,24.5,10.2,41.84,0,,0,,,,27.7,21.8,168.5,1018.9,16.3,15.2,,,,,2016-08-21T07:31:40,2016-08-21T21:03:14,0.56,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-08-22,35.3,18.1,27.1,33.4,18.1,26.5,8.6,32.21,0,,0,,,,,12.3,112.8,1019.5,0,15.2,,,,,2016-08-22T07:32:38,2016-08-22T21:01:45,0.61,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-08-23,36,20.5,28.4,33.8,20.5,27.5,10.4,35.6,0,,0,,,,25.9,10.8,138.4,1017.8,1.8,15.5,,,,,2016-08-23T07:33:36,2016-08-23T21:00:16,0.66,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-08-24,34.1,20.3,27.5,31.7,20.3,26.5,6.5,29.31,0,,0,,,,40.7,16.6,117.5,1015.8,0,15.4,,,,,2016-08-24T07:34:34,2016-08-24T20:58:45,0.72,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-08-25,34.8,17.2,26.8,32.2,17.2,25.7,3,23.8,0,,0,,,,37.1,12.2,101.8,1013.5,15,15.4,,,,,2016-08-25T07:35:32,2016-08-25T20:57:14,0.77,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08213099999,08219099999,08223099999,08215099999"
Spain,2016-08-26,33.4,19.2,26.8,31.4,19.2,25.9,8,32.09,0,,0,,,,,14.5,147.5,1013.6,23.3,15.2,,,,,2016-08-26T07:36:30,2016-08-26T20:55:42,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-08-27,35.1,21.1,28.2,33.3,21.1,27.3,10,34.47,0,,0,,,,40.6,20.4,178.7,1014.7,17.7,15.2,,,,,2016-08-27T07:37:28,2016-08-27T20:54:09,0.88,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-08-28,34.6,21.1,28.2,32.3,21.1,27.2,8.3,30.59,0,,0,,,,42.5,16.5,226,1015.2,3.1,14.7,,,,,2016-08-28T07:38:26,2016-08-28T20:52:36,0.93,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-08-29,34.1,20.9,27.6,31.8,20.9,26.8,8.7,32.54,0,,0,,,,34,18.5,175.8,1015.4,3.9,15.1,,,,,2016-08-29T07:39:24,2016-08-29T20:51:02,0.96,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-08-30,32.3,17.8,24.5,30.3,17.8,24,9.5,41.92,0,,0,,,,51.8,16.9,121.8,1015.4,15.6,15.2,,,,,2016-08-30T07:40:22,2016-08-30T20:49:27,0.99,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-08-31,33.2,19.7,26,31.1,19.7,25.3,10,39.76,0,,0,,,,27.7,10.4,153.4,1015.2,14,14.8,,,,,2016-08-31T07:41:20,2016-08-31T20:47:52,1,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-09-01,33.8,20.7,26.7,31.7,20.7,26,11.2,41.67,0.1,,4.17,,,,40.7,20.8,105.8,1018.5,15.6,15.3,,,,,2016-09-01T07:42:17,2016-09-01T20:46:16,0,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08213099999,08223099999,08215099999"
Spain,2016-09-02,34.1,19.2,26.6,32.2,19.2,26,9.7,36.74,0.03,,4.17,,,,,8.8,175.9,1018.7,19.4,15,,,,,2016-09-02T07:43:15,2016-09-02T20:44:40,0.01,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-09-03,35.8,18.5,27.4,33.5,18.5,26.4,8.3,33.17,0,,0,,,,53.6,11.3,207.1,1017.4,19,15.2,,,,,2016-09-03T07:44:13,2016-09-03T20:43:03,0.02,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-09-04,36.8,19.8,28.3,34.6,19.8,27.2,7.3,28.99,0,,0,,,,46.4,23.4,186.9,1017.5,26.3,14.1,,,,,2016-09-04T07:45:10,2016-09-04T20:41:26,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-09-05,37.5,20.6,29.5,35,20.6,28.3,6.8,26.14,0,,0,,,,34.6,15.9,203,1018.8,25.6,13.2,,,,,2016-09-05T07:46:08,2016-09-05T20:39:49,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-09-06,39.2,20.9,30.2,36.4,20.9,28.9,4.4,21.06,0,,0,,,,44.6,16,175.1,1016.4,3.6,14.6,,,,,2016-09-06T07:47:06,2016-09-06T20:38:11,0.12,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-09-07,38.4,21,29.7,35.7,21,28.4,4.7,21.98,0,,0,,,,51.8,30.4,242.1,1011.4,1.1,14.1,,,,,2016-09-07T07:48:03,2016-09-07T20:36:32,0.16,Clear,Clear conditions throughout the day.,wind,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-09-08,32.5,17.6,26.3,30.3,17.6,25.4,5.2,27.23,0,,0,,,,44.6,23.9,179.7,1011.7,2.3,14.1,,,,,2016-09-08T07:49:01,2016-09-08T20:34:53,0.2,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-09-09,30.3,18.1,24.6,28.3,18.1,24.1,8.1,39.04,0,,0,,,,42.5,13.9,201.8,1012.8,16.5,14.8,,,,,2016-09-09T07:49:58,2016-09-09T20:33:14,0.25,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-09-10,31.2,18.9,25.5,29.4,18.9,24.9,8.1,34.69,0,,0,,,,31.7,11.2,216.8,1013.6,25,15.9,,,,,2016-09-10T07:50:56,2016-09-10T20:31:35,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-09-11,32.1,18.5,25.1,30,18.5,24.5,7.9,35.8,0,,0,,,,48.2,11.3,188.1,1014,23.1,15.5,,,,,2016-09-11T07:51:54,2016-09-11T20:29:55,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-09-12,33.2,17.8,25.2,31.2,17.8,24.5,8.1,35.98,0,,0,,,,33.5,20.3,192.3,1011.8,22.5,14.7,,,,,2016-09-12T07:52:51,2016-09-12T20:28:15,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-09-13,26.5,16.5,21,26.5,16.5,21,12.5,59.73,6.46,,25,,,,76,31.5,191.5,1010.6,53.4,14,,,,,2016-09-13T07:53:49,2016-09-13T20:26:35,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-09-14,19.5,11.2,14.8,19.5,11.2,14.8,6.8,62.23,2.4,,20.83,,,,38.9,27.3,227.3,1013.9,49.3,14.6,,,,,2016-09-14T07:54:47,2016-09-14T20:24:55,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-09-15,18.7,9.1,15.1,18.7,8,15.1,4.8,51.19,0.62,,16.67,,,,42.5,20.4,233.3,1015,42.5,14.3,,,,,2016-09-15T07:55:44,2016-09-15T20:23:15,0.49,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain clearing later.,rain,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-09-16,25.4,11.9,18.6,25.4,11.9,18.6,7.9,51.73,0,,0,,,,37.1,16.6,161.2,1019.6,33.9,15.1,,,,,2016-09-16T07:56:42,2016-09-16T20:21:34,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-09-17,23.9,12.3,17.5,23.9,12.3,17.6,8.3,57.1,0,,0,,,,37.1,15.3,164.1,1021.5,33.3,15.7,,,,,2016-09-17T07:57:40,2016-09-17T20:19:53,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-09-18,24.6,11.3,17.7,24.6,11.3,17.7,5,45.99,0,,0,,,,,8.1,79.4,1019.9,32.8,15.8,,,,,2016-09-18T07:58:38,2016-09-18T20:18:13,0.53,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-09-19,25.7,10.2,18.1,25.7,10.2,18.1,5.3,46.79,0,,0,,,,33.5,10.7,202.7,1019,3.7,15.5,,,,,2016-09-19T07:59:36,2016-09-19T20:16:32,0.55,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-09-20,27.7,14.2,20.2,26.6,14.2,20,5.1,39.79,0,,0,,,,27.7,11.3,154.4,1013.9,42.7,15.1,,,,,2016-09-20T08:00:34,2016-09-20T20:14:51,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-09-21,28.1,11.7,20.1,26.8,11.7,19.9,3.7,37.8,0,,0,,,,35.3,20.8,207.2,1014.7,9.6,15.1,,,,,2016-09-21T08:01:33,2016-09-21T20:13:11,0.65,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-09-22,27.3,10.7,19.5,26.5,10.7,19.3,2.6,35.47,0,,0,,,,37.1,14.4,219.8,1017,14.3,15.1,,,,,2016-09-22T08:02:31,2016-09-22T20:11:30,0.7,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-09-23,27.2,11.6,19.5,26.3,11.6,19.4,3.5,36.34,0,,0,,,,25.9,12.2,167.5,1020.7,38.6,15.3,,,,,2016-09-23T08:03:30,2016-09-23T20:09:50,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-09-24,27.1,12.9,19.7,26.6,12.9,19.6,5,41.25,0,,0,,,,50,13.6,145,1020,13.3,15.4,,,,,2016-09-24T08:04:28,2016-09-24T20:08:09,0.81,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-09-25,26.5,12.6,19.9,26.5,12.6,19.9,5.6,40.79,0,,0,,,,,11,174.8,1018.2,32.9,16.1,,,,,2016-09-25T08:05:27,2016-09-25T20:06:29,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-09-26,26.3,16.3,21.1,26.3,16.3,21.1,8.3,46.35,0,,0,,,,29.5,15.6,229.5,1018.4,52.4,15.2,,,,,2016-09-26T08:06:26,2016-09-26T20:04:49,0.91,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-09-27,28.3,13.9,21.6,27.1,13.9,21.4,5.6,36.32,0,,0,,,,,17.9,123.1,1022.5,14.6,15.6,,,,,2016-09-27T08:07:26,2016-09-27T20:03:09,0.95,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-09-28,25.1,15,20.4,25.1,15,20.4,8.9,49.42,0,,0,,,,35.3,15.1,116.9,1025.6,19.9,14.8,,,,,2016-09-28T08:08:25,2016-09-28T20:01:29,0.97,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-09-29,25.7,11.4,18.6,25.7,11.4,18.6,7.6,51.12,0,,0,,,,27.7,10.5,177.4,1024.8,8.8,15.2,,,,,2016-09-29T08:09:25,2016-09-29T19:59:50,0.99,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-09-30,26,12.5,18.8,26,12.5,18.8,5.7,47.08,0,,0,,,,33.5,11.1,205.6,1017.6,10.8,15,,,,,2016-09-30T08:10:24,2016-09-30T19:58:11,1,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-10-01,26.4,13,19.9,26.4,13,19.9,4.4,36.96,0,,0,,,,51.8,28.2,204.3,1012.5,38,15.6,,,,,2016-10-01T08:11:25,2016-10-01T19:56:32,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-10-02,25.4,12.3,19,25.4,12.3,19,5.8,43.64,0,,0,,,,38.9,16.7,228.7,1014.1,19.2,15.6,,,,,2016-10-02T08:12:25,2016-10-02T19:54:54,0.01,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-10-03,28.5,11.3,19.3,27.2,11.3,19.1,6.1,44.67,0,,0,,,,,11.7,203.8,1018,2.9,15.4,,,,,2016-10-03T08:13:25,2016-10-03T19:53:16,0.03,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-10-04,28.1,12.5,19.8,26.9,12.5,19.6,5.6,43.81,0,,0,,,,24.1,10.9,215.6,1019.1,10.5,15.1,,,,,2016-10-04T08:14:26,2016-10-04T19:51:38,0.05,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-10-05,28.5,12.3,19.7,27.3,12.3,19.6,6.4,43.08,0,,0,,,,24.1,10.9,133.6,1016.5,19.9,13.6,,,,,2016-10-05T08:15:27,2016-10-05T19:50:01,0.09,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-10-06,28.5,15,20.5,27,15,20.2,2.7,35.77,0,,0,,,,38.9,18.1,214.7,1010.4,45.5,14.2,,,,,2016-10-06T08:16:28,2016-10-06T19:48:24,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-10-07,27,10.1,17.9,26.5,10.1,17.9,-1.1,33.87,0,,0,,,,53.6,17.4,199.5,1013.5,21,15.6,,,,,2016-10-07T08:17:30,2016-10-07T19:46:48,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08213099999,08219099999,08223099999,08215099999"
Spain,2016-10-08,27,9.3,17.5,26.1,8.9,17.4,2.7,45.19,0,,0,,,,37.1,12,229.8,1016.8,24.1,15.8,,,,,2016-10-08T08:18:32,2016-10-08T19:45:13,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-10-09,26.5,12,17.9,26.5,12,17.9,4,41.9,0,,0,,,,,10.4,135.5,1016.3,6.1,15.5,,,,,2016-10-09T08:19:34,2016-10-09T19:43:38,0.27,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-10-10,24.7,10.5,17.5,24.7,10.5,17.5,3.7,42.89,0,,0,,,,,19.8,175.9,1016.5,5.4,15.6,,,,,2016-10-10T08:20:37,2016-10-10T19:42:03,0.32,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-10-11,23.6,6.4,15.4,23.6,6.4,15.3,1.5,40.88,0,,0,,,,51.8,23.6,228.1,1013,12.6,15.6,,,,,2016-10-11T08:21:39,2016-10-11T19:40:30,0.36,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-10-12,17,11.1,12.5,17,11.1,12.5,9.1,82.4,2.6,,45.83,,,,,11.5,113.7,1007.1,88.2,10,,,,,2016-10-12T08:22:42,2016-10-12T19:38:57,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2016-10-13,15.4,11.5,12.8,15.4,11.5,12.8,10.7,87.94,1.29,,25,,,1,35.3,19.3,220.5,1001.6,87.7,11.6,,,,,2016-10-13T08:23:46,2016-10-13T19:37:24,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
