name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Spain,2015-01-01,12.1,-4.8,2.3,12.1,-6.6,2,-4.7,65.28,0,,0,,,11,,6.9,203.5,1037.5,0.1,11.7,,,,,2015-01-01T08:37:58,2015-01-01T17:58:35,0.43,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-01-02,14.8,-4.6,3.3,14.8,-8,2.4,-3.4,66.24,0,,0,,,10,,8.7,189,1040.7,11.7,13.6,,,,,2015-01-02T08:38:05,2015-01-02T17:59:26,0.46,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-01-03,13.7,-2.9,3.9,13.7,-4.8,3.4,-2.5,67.38,0,,0,,,10,,9,197.8,1040.7,1.4,14.7,,,,,2015-01-03T08:38:09,2015-01-03T18:00:18,0.49,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-01-04,18,-2,5.6,18,-4.4,5,-1.9,64.72,0,,0,,,9,,9.2,246.6,1036.4,0,14.1,,,,,2015-01-04T08:38:11,2015-01-04T18:01:11,0.5,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-01-05,14.4,-1.5,4.9,14.4,-3.6,4.2,-0.7,71.18,0,,0,,,8,,7.9,205.5,1031.3,0,13.7,,,,,2015-01-05T08:38:11,2015-01-05T18:02:06,0.5,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-01-06,11.6,-2.6,2.8,11.6,-4.7,2.2,-0.6,80.53,0,,0,,,8,,9.2,190.2,1029.5,7.9,9.1,,,,,2015-01-06T08:38:09,2015-01-06T18:03:02,0.51,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-01-07,13,-3.3,3,13,-6.2,1.8,-1.8,74.42,0,,0,,,7,,10,245.2,1032.9,2.5,10.8,,,,,2015-01-07T08:38:04,2015-01-07T18:04:00,0.53,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-01-08,15,-3,4.2,15,-5.4,3.6,-1.8,68.75,0,,0,,,7,,7.9,214.2,1039.7,10.7,12.6,,,,,2015-01-08T08:37:57,2015-01-08T18:04:58,0.55,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-01-09,15.5,-1.7,5.3,15.5,-4.8,4.5,-0.5,69.57,0,,0,,,7,,13.6,237.2,1044.7,0.3,14.2,,,,,2015-01-09T08:37:48,2015-01-09T18:05:59,0.59,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-01-10,14.6,-2.1,4.5,14.6,-4.3,3.7,-0.9,72.54,0,,0,,,6,,8.2,219.5,1039.1,0.1,14.6,,,,,2015-01-10T08:37:37,2015-01-10T18:07:00,0.62,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-01-11,15,-1,5.4,15,-4.1,4.6,0.4,73.02,0,,0,,,6,29.5,11.8,184.2,1033.9,13.9,13.7,,,,,2015-01-11T08:37:23,2015-01-11T18:08:02,0.66,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,LETO,08219099999,08223099999,08215099999"
Spain,2015-01-12,12.9,-0.9,5.5,12.9,-3.4,4.6,0.8,73.41,0,,0,,,5,,10,230.4,1034.1,11.1,14.8,,,,,2015-01-12T08:37:08,2015-01-12T18:09:05,0.71,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-01-13,12.8,-1,5.3,12.8,-3.6,4.4,1.5,78.77,0,,0,,,4,,14.7,253.8,1028.5,21.1,11.1,,,,,2015-01-13T08:36:50,2015-01-13T18:10:10,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-01-14,7.6,-0.8,3.9,7.6,-0.8,3.6,2.9,93.2,0.21,,4.17,,,3,,8.2,83.6,1029.1,71,5.5,,,,,2015-01-14T08:36:29,2015-01-14T18:11:15,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-01-15,11,5.2,7.2,11,2.9,5.9,5.3,88.46,0.08,,4.17,,,3,55.4,26,175,1019.9,89.3,7.4,,,,,2015-01-15T08:36:07,2015-01-15T18:12:21,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-01-16,8.7,3.5,6.4,6.5,-0.1,2.9,1.1,70.49,4.23,,8.33,,,8,92.5,28.7,249,1014.9,49.2,13.1,,,,,2015-01-16T08:35:43,2015-01-16T18:13:28,0.9,"Rain, Partially cloudy",Clearing in the afternoon with rain in the morning and afternoon.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-01-17,8.8,-2.9,3.2,6.8,-6.2,1.4,-3.1,66.44,1.55,,4.17,,,10,38.9,16.8,207.7,1024.9,24,14.9,,,,,2015-01-17T08:35:16,2015-01-17T18:14:36,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-01-18,3.3,-1.2,1.4,3.1,-2,1,0.1,90.72,0.61,,8.33,,,10,,9.7,111.6,1016.9,87.3,9.8,,,,,2015-01-18T08:34:47,2015-01-18T18:15:45,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-01-19,7.9,0.2,3.2,4.7,-2.1,0.5,-2.8,68.73,12.18,,8.33,,,16.49,60.4,27,166.8,1012.7,45.7,11.2,,,,,2015-01-19T08:34:16,2015-01-19T18:16:54,1,"Rain, Partially cloudy",Clearing in the afternoon with rain in the morning and afternoon.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-01-20,6.5,-1.3,2.1,5.7,-1.6,1.4,-1.7,76.85,0.12,,4.17,,,27,,11.3,210.4,1012.9,45.5,14.6,,,,,2015-01-20T08:33:43,2015-01-20T18:18:04,1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-01-21,5.2,-1.7,2.1,2.3,-2.9,0.1,-0.3,84.91,3.88,,12.5,,,25,51.8,25.7,211.8,1012.4,48.1,12.2,,,,,2015-01-21T08:33:08,2015-01-21T18:19:14,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-01-22,7,-1.9,2.9,3.3,-3.6,0.2,-1.2,76.25,8.15,,12.5,,,38,51.8,28.6,235.6,1016.4,36.6,11.6,,,,,2015-01-22T08:32:31,2015-01-22T18:20:25,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-01-23,10.6,-1.5,4.2,10.6,-3.1,2.7,-3.7,58.97,0.31,,4.17,,,40,,19.5,243.5,1025,2.8,15.6,,,,,2015-01-23T08:31:52,2015-01-23T18:21:36,0.06,Rain,Clear conditions throughout the day with morning rain.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-01-24,11.3,-3.3,4,11.3,-4.5,2.6,-3.9,59.91,0,,0,,,40,,25.4,236.4,1028.7,16.7,15.9,,,,,2015-01-24T08:31:11,2015-01-24T18:22:48,0.11,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-01-25,14.3,1.9,8.1,14.3,-0.4,6.5,-3.2,47.3,0,,0,,,38,59.4,26.6,204.9,1027.9,5,15.9,,,,,2015-01-25T08:30:28,2015-01-25T18:24:00,0.16,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-01-26,13.5,-1.8,6,13.5,-4.9,5.5,-4.3,50.53,0,,0,,,36,,8,128.4,1029.2,19.2,15.2,,,,,2015-01-26T08:29:43,2015-01-26T18:25:13,0.21,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-01-27,14.3,0.1,6.9,14.3,-0.5,6.5,-1,58.82,0,,0,,,34,,16.4,117.1,1029.4,24.4,16.9,,,,,2015-01-27T08:28:56,2015-01-27T18:26:25,0.27,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-01-28,14.2,-0.4,6.3,14.2,-1.9,5.7,0.2,67.21,0,,0,,,34,48.2,11,178.8,1026,9.8,14.8,,,,,2015-01-28T08:28:08,2015-01-28T18:27:38,0.32,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-01-29,12,0.4,7,12,-1.1,6.3,3.3,79.01,1.04,,8.33,,,32,79.6,33.4,200.5,1016.4,45.5,13.8,,,,,2015-01-29T08:27:17,2015-01-29T18:28:51,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-01-30,15.6,9.7,11.8,15.6,6.2,11.5,9,83.34,22.48,,12.5,,,24,88.9,41.2,241.5,1001.3,85.3,14.7,,,,,2015-01-30T08:26:25,2015-01-30T18:30:05,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-01-31,11.9,3.8,7.5,11.9,-0.9,4.2,1.4,66.16,43.12,,12.5,,,22,68.4,43.4,283.1,999.8,67.8,15.1,,,,,2015-01-31T08:25:31,2015-01-31T18:31:18,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-02-01,7.9,2,4.8,4.7,-3.4,0.4,-3.4,55.91,0,,0,,,24,55.4,33.1,288.3,1014.6,48.3,14.9,,,,,2015-02-01T08:24:35,2015-02-01T18:32:32,0.47,Partially cloudy,Partly cloudy throughout the day.,wind,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-02-02,5.7,2.3,4.5,2.7,-0.9,0.8,1.2,80.22,3.61,,8.33,,,29,44.6,27.7,237.3,1011.5,70,14.4,,,,,2015-02-02T08:23:37,2015-02-02T18:33:45,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-02-03,8.8,3.4,6,5.7,-1.5,2.5,2.4,78,18.15,,12.5,,,51,103.7,34.8,262.7,1003.1,65.3,14.8,,,,,2015-02-03T08:22:38,2015-02-03T18:34:59,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-02-04,4.2,-0.6,2.2,1,-5.5,-2.2,-4.6,61.66,14.81,,8.33,,,61,92.5,36.9,293.4,1006.5,63.5,15,,,,,2015-02-04T08:21:37,2015-02-04T18:36:13,0.5,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain in the morning and afternoon.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-02-05,6.1,-0.2,2.6,2.1,-5.9,-2.2,-7.5,48.01,0.38,,8.33,,,64,76,42,300.3,1015.2,29.3,15.3,,,,,2015-02-05T08:20:35,2015-02-05T18:37:26,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-02-06,5.6,-0.7,1.9,2.9,-5.2,-1.5,-5.5,59.01,0.99,,8.33,,,62,42.5,23.6,257.2,1014.3,54,15.4,,,,,2015-02-06T08:19:31,2015-02-06T18:38:40,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-02-07,3.1,-2.1,1,3.1,-3.7,0,-4.3,68.29,1.33,,12.5,,,61,,12.6,126.3,1019.5,75.6,15.1,,,,,2015-02-07T08:18:25,2015-02-07T18:39:53,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-02-08,10.4,-3.5,2.2,10.4,-6.9,0.4,-4.6,63.22,0.16,,4.17,,,61,,14,210.9,1024.9,0.3,15.7,,,,,2015-02-08T08:17:18,2015-02-08T18:41:06,0.59,Rain,Clear conditions throughout the day with morning rain.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-02-09,10.6,0,4.5,10.6,-3.8,2.3,-2.9,59.59,0,,0,,,60,,19.9,99.5,1024.9,20.9,15.2,,,,,2015-02-09T08:16:09,2015-02-09T18:42:19,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-02-10,9.3,0.6,4.9,8.9,-1.1,3.9,-0.1,70.72,0,,0,,,59,,9.3,98.1,1025.1,64.6,13.2,,,,,2015-02-10T08:14:59,2015-02-10T18:43:32,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-02-11,8.6,2.7,5.2,8.6,0.7,4.2,2,79.96,0.24,,8.33,,,60,,9,250.4,1022.2,76.4,13,,,,,2015-02-11T08:13:48,2015-02-11T18:44:45,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-02-12,12.6,2.2,6.5,12.6,-0.8,5.7,2.1,75.7,0.19,,4.17,,,60,22.3,10.4,193.9,1021.4,65.2,14,,,,,2015-02-12T08:12:35,2015-02-12T18:45:58,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-02-13,12.8,1.2,6.6,12.8,-0.1,6,2.6,78.13,0,,0,,,59,50,26.1,164.1,1022.6,50.4,10.3,,,,,2015-02-13T08:11:21,2015-02-13T18:47:10,0.82,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-02-14,11.9,6.6,9,11.9,4.3,6.6,4.9,76.53,0.55,,8.33,,,58,50,30,238.1,1018,66.7,14.7,,,,,2015-02-14T08:10:06,2015-02-14T18:48:22,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-02-15,14.3,7.3,10.3,14.3,4.1,9,6.2,77.37,21.28,,8.33,,,65,50,24.3,252.5,1013.3,62.8,12.9,,,,,2015-02-15T08:08:49,2015-02-15T18:49:34,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-02-16,13.1,6.6,9.6,13.1,4.7,9,3.8,67.82,0.56,,8.33,,,63,,19.3,270.2,1019.4,50.4,15.1,,,,,2015-02-16T08:07:31,2015-02-16T18:50:46,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-02-17,11.9,5.2,8,11.9,0.6,5.4,-0.2,58.08,5.11,,8.33,,,67,57,37.8,64.3,1026.5,49.6,14.7,,,,,2015-02-17T08:06:12,2015-02-17T18:51:57,0.99,"Rain, Partially cloudy",Clearing in the afternoon with rain in the morning and afternoon.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-02-18,11.7,3.2,6.8,11.7,0.5,5.1,-1.5,56.26,0,,0,,,68,,15.9,67.7,1032.4,47.2,15.2,,,,,2015-02-18T08:04:52,2015-02-18T18:53:08,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-02-19,12.1,-0.8,5.7,12.1,-0.8,5.4,-0.5,66.78,0,,0,,,68,,7.7,163.1,1031.8,12.6,14.6,,,,,2015-02-19T08:03:31,2015-02-19T18:54:19,0,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-02-20,11.6,-1.3,5.4,11.6,-3.4,4.4,0.1,70.58,0.17,,4.17,,,65,40.7,17.2,190,1023.8,30.1,11.4,,,,,2015-02-20T08:02:09,2015-02-20T18:55:30,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-02-21,12.7,5.3,8.4,12.7,1.8,6.8,1.6,66.71,8.03,,8.33,,,69,53,31.3,283.4,1010.8,61.8,11.8,,,,,2015-02-21T08:00:45,2015-02-21T18:56:40,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-02-22,13.3,1.4,7.6,13.3,-0.6,6.7,-0.1,59.68,0.13,,4.17,,,69,29.5,19.8,249.3,1015.7,14.8,15.8,,,,,2015-02-22T07:59:21,2015-02-22T18:57:50,0.09,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-02-23,13.5,4.9,9.7,13.5,3.5,8.7,4.6,71.12,1.97,,8.33,,,66,92.5,46.8,237.7,1016.5,50.1,15.4,,,,,2015-02-23T07:57:56,2015-02-23T18:58:59,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-02-24,10.9,3.7,7.1,10.9,0.5,4.4,-1.7,54.47,2.57,,8.33,,,65,59.4,30.9,277.6,1025.3,33.9,15.2,,,,,2015-02-24T07:56:30,2015-02-24T19:00:08,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-02-25,13.8,2.1,8.3,13.8,0.4,7,0.8,60.13,0,,0,,,68,63,34.9,235,1028.3,26,15.2,,,,,2015-02-25T07:55:02,2015-02-25T19:01:17,0.24,Partially cloudy,Partly cloudy throughout the day.,wind,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-02-26,13.7,6.7,10.2,13.7,4.8,9.5,4.4,67.55,1.38,,8.33,,,66,46.4,21.1,242.8,1025.2,38.2,15.5,,,,,2015-02-26T07:53:35,2015-02-26T19:02:26,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-02-27,14.6,3.4,9.2,14.6,2.9,8.6,0.7,59.61,1.35,,4.17,,,65,59.4,18.8,138.4,1023,24.6,14.8,,,,,2015-02-27T07:52:06,2015-02-27T19:03:34,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-02-28,16.6,1,8.7,16.6,1,8.6,1.2,60.49,0.05,,4.17,,,63,42.5,15.3,160.4,1024.5,39.1,15.3,,,,,2015-02-28T07:50:36,2015-02-28T19:04:42,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-03-01,18.9,5.9,12.9,18.9,5.5,12.6,7,68.75,0.02,,4.17,,,61,33.5,23.9,232,1023.7,24.8,15.4,,,,,2015-03-01T07:49:06,2015-03-01T19:05:50,0.42,"Rain, Partially cloudy",Clearing in the afternoon with afternoon rain.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-03-02,17.5,8,12.2,17.5,7.2,11.9,9.1,82.71,0.1,,4.17,,,57,,16.5,178.7,1024.9,47,12.1,,,,,2015-03-02T07:47:35,2015-03-02T19:06:58,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-03-03,17.6,6.8,11.2,17.6,5.7,11,8.9,86.77,0.03,,4.17,,,54,,11.5,144.2,1025,51.4,9,,,,,2015-03-03T07:46:03,2015-03-03T19:08:05,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-03-04,15.3,4,9.6,15.3,2.7,9,1.4,63.26,0,,0,,,50,55.4,23.3,115.9,1030.2,19.2,11.5,,,,,2015-03-04T07:44:31,2015-03-04T19:09:12,0.49,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-03-05,14.9,-0.1,7.2,14.9,-1.1,6.7,-6.8,43.04,0,,0,,,48,40.7,20.4,46,1034,8.2,15.7,,,,,2015-03-05T07:42:58,2015-03-05T19:10:18,0.5,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-03-06,18.7,0.5,9.2,18.7,-2.1,8.4,-7.3,32.13,0,,0,,,45,24.1,13.8,192.5,1030.9,0.1,15.9,,,,,2015-03-06T07:41:24,2015-03-06T19:11:24,0.5,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-03-07,22.8,-0.6,10.5,22.8,-2.7,9.9,-3.1,44.61,0,,0,,,43,27.7,10.4,249.6,1029.8,2.9,15.9,,,,,2015-03-07T07:39:50,2015-03-07T19:12:30,0.52,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-03-08,23.8,1,12.2,23.8,-0.8,11.8,-2.7,41.39,0,,0,,,42,,10.5,202.5,1023.9,26,15.7,,,,,2015-03-08T07:38:15,2015-03-08T19:13:36,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-03-09,21.9,1.7,12.4,21.9,-1.3,11.9,-3.7,35.31,0,,0,,,41,29.5,12.3,208.6,1024.5,24.4,15.6,,,,,2015-03-09T07:36:40,2015-03-09T19:14:41,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-03-10,22.7,2,12.4,22.7,-0.2,11.8,-2.8,40.05,0,,0,,,36,,11.8,179.1,1025.5,7.3,15.6,,,,,2015-03-10T07:35:04,2015-03-10T19:15:47,0.6,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-03-11,22.7,1.9,12.2,22.7,0,11.8,-0.1,46.76,0,,0,,,35,,11.7,168.5,1025.4,10.6,15.3,,,,,2015-03-11T07:33:28,2015-03-11T19:16:52,0.64,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-03-12,21.6,3.5,12.6,21.6,1.4,12.3,1.2,49.87,0,,0,,,32,,13.9,188.1,1021.7,12.6,15,,,,,2015-03-12T07:31:52,2015-03-12T19:17:56,0.69,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08272099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-03-13,18.6,3.8,11.4,18.6,3.8,11.1,0.8,50.32,0,,0,,,30,39.1,23.3,123.9,1021.4,36.7,15.1,,,,,2015-03-13T07:30:15,2015-03-13T19:19:01,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-03-14,14.3,4.2,8.2,14.3,0.8,6.5,-4.4,42.76,0,,0,,,26,37.1,24.4,80.5,1023.1,13.5,15.7,,,,,2015-03-14T07:28:38,2015-03-14T19:20:05,0.8,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-03-15,8.8,0.8,5.3,7.9,-1.3,3.7,-3.2,55.64,0,,0,,,25,,18.2,144.1,1020.3,44.9,14.9,,,,,2015-03-15T07:27:01,2015-03-15T19:21:09,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-03-16,12.6,-1.7,5.6,12.6,-5.2,4.7,-3.9,54.24,0,,0,,,25,,14.4,134.1,1019.4,4.5,13.1,,,,,2015-03-16T07:25:23,2015-03-16T19:22:13,0.9,Clear,Clear conditions throughout the day.,clear-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
Spain,2015-03-17,14.3,1,7.5,14.3,-1.6,6.4,-0.4,58.1,0,,0,,,24,,20.2,173.6,1017.8,49.3,13.9,,,,,2015-03-17T07:23:45,2015-03-17T19:23:17,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,LEMD,LEVS,08226099999,LETO,08219099999,08223099999,08215099999"
